"SRC","EPSG","Hemisferio"
"Pulkovo 1942 / Gauss-Kruger CM 87E",2505,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 93E",2506,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 99E",2507,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 105E",2508,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 111E",2509,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 117E",2510,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 123E",2511,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 129E",2512,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 135E",2513,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 141E",2514,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 147E",2515,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 153E",2516,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 159E",2517,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 165E",2518,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 171E",2519,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 177E",2520,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 177W",2521,"unknown"
"Pulkovo 1942 / Gauss-Kruger CM 171W",2522,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 7",2523,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 8",2524,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 9",2525,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 10",2526,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 11",2527,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 12",2528,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 13",2529,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 14",2530,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 15",2531,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 16",2532,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 17",2533,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 18",2534,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 19",2535,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 20",2536,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 21",2537,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 22",2538,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 23",2539,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 24",2540,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 25",2541,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 26",2542,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 27",2543,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 28",2544,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 29",2545,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 30",2546,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 31",2547,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 32",2548,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 33",2549,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 34",2551,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 35",2552,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 36",2553,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 37",2554,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 38",2555,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 39",2556,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 40",2557,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 41",2558,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 42",2559,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 43",2560,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 44",2561,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 45",2562,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 46",2563,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 47",2564,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 48",2565,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 49",2566,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 50",2567,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 51",2568,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 52",2569,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 53",2570,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 54",2571,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 55",2572,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 56",2573,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 57",2574,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 58",2575,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 59",2576,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 61",2578,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 62",2579,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 63",2580,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger zone 64",2581,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 21E",2582,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 24E",2583,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 27E",2584,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 30E",2585,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 33E",2586,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 36E",2587,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 39E",2588,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 42E",2589,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 45E",2590,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 48E",2591,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 51E",2592,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 54E",2593,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 57E",2594,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 60E",2595,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 63E",2596,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 66E",2597,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 69E",2598,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 72E",2599,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 75E",2601,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 78E",2602,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 81E",2603,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 84E",2604,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 87E",2605,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 90E",2606,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 93E",2607,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 96E",2608,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 99E",2609,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 102E",2610,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 105E",2611,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 108E",2612,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 111E",2613,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 114E",2614,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 117E",2615,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 120E",2616,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 123E",2617,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 126E",2618,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 129E",2619,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 132E",2620,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 135E",2621,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 138E",2622,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 141E",2623,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 144E",2624,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 147E",2625,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 150E",2626,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 153E",2627,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 156E",2628,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 159E",2629,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 162E",2630,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 165E",2631,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 168E",2632,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 171E",2633,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 174E",2634,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 177E",2635,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 180E",2636,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 177W",2637,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 174W",2638,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 171W",2639,"unknown"
"Pulkovo 1942 / 3-degree Gauss-Kruger CM 168W",2640,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 7",2641,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 8",2642,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 9",2643,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 10",2644,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 11",2645,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 12",2646,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 13",2647,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 14",2648,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 15",2649,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 16",2650,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 17",2651,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 18",2652,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 19",2653,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 20",2654,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 21",2655,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 22",2656,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 23",2657,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 24",2658,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 25",2659,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 26",2660,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 27",2661,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 28",2662,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 29",2663,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 30",2664,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 31",2665,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 32",2666,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 33",2667,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 34",2668,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 35",2669,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 36",2670,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 37",2671,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 38",2672,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 39",2673,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 40",2674,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 41",2675,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 42",2676,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 43",2677,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 44",2678,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 45",2679,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 46",2680,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 47",2681,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 48",2682,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 49",2683,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 50",2684,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 51",2685,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 52",2686,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 53",2687,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 54",2688,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 55",2689,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 56",2690,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 57",2691,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 58",2692,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 59",2693,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 61",2695,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 62",2696,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 63",2697,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger zone 64",2698,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 21E",2699,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 24E",2700,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 27E",2701,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 30E",2702,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 33E",2703,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 36E",2704,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 39E",2705,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 42E",2706,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 45E",2707,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 48E",2708,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 51E",2709,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 54E",2710,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 57E",2711,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 60E",2712,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 63E",2713,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 66E",2714,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 69E",2715,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 72E",2716,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 75E",2717,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 78E",2718,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 81E",2719,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 84E",2720,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 87E",2721,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 90E",2722,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 93E",2723,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 96E",2724,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 99E",2725,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 102E",2726,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 105E",2727,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 108E",2728,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 111E",2729,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 114E",2730,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 117E",2731,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 120E",2732,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 123E",2733,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 126E",2734,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 129E",2735,"unknown"
"Tete / UTM zone 36S",2736,"unknown"
"Tete / UTM zone 37S",2737,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 132E",2738,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 135E",2739,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 138E",2740,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 141E",2741,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 144E",2742,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 147E",2743,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 150E",2744,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 153E",2745,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 156E",2746,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 159E",2747,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 162E",2748,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 165E",2749,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 168E",2750,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 171E",2751,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 174E",2752,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 177E",2753,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 180E",2754,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 177W",2755,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 174W",2756,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 171W",2757,"unknown"
"Pulkovo 1995 / 3-degree Gauss-Kruger CM 168W",2758,"unknown"
"NAD83(HARN) / Alabama East",2759,"unknown"
"NAD83(HARN) / Alabama West",2760,"unknown"
"NAD83(HARN) / Arizona East",2761,"unknown"
"NAD83(HARN) / Arizona Central",2762,"unknown"
"NAD83(HARN) / Arizona West",2763,"unknown"
"NAD83(HARN) / Arkansas North",2764,"unknown"
"NAD83(HARN) / Arkansas South",2765,"unknown"
"NAD83(HARN) / California zone 1",2766,"unknown"
"NAD83(HARN) / California zone 2",2767,"unknown"
"NAD83(HARN) / California zone 3",2768,"unknown"
"NAD83(HARN) / California zone 4",2769,"unknown"
"NAD83(HARN) / California zone 5",2770,"unknown"
"NAD83(HARN) / California zone 6",2771,"unknown"
"NAD83(HARN) / Colorado North",2772,"unknown"
"NAD83(HARN) / Colorado Central",2773,"unknown"
"NAD83(HARN) / Colorado South",2774,"unknown"
"NAD83(HARN) / Connecticut",2775,"unknown"
"NAD83(HARN) / Delaware",2776,"unknown"
"NAD83(HARN) / Florida East",2777,"unknown"
"NAD83(HARN) / Florida West",2778,"unknown"
"NAD83(HARN) / Florida North",2779,"unknown"
"NAD83(HARN) / Georgia East",2780,"unknown"
"NAD83(HARN) / Georgia West",2781,"unknown"
"NAD83(HARN) / Hawaii zone 1",2782,"unknown"
"NAD83(HARN) / Hawaii zone 2",2783,"unknown"
"NAD83(HARN) / Hawaii zone 3",2784,"unknown"
"NAD83(HARN) / Hawaii zone 4",2785,"unknown"
"NAD83(HARN) / Hawaii zone 5",2786,"unknown"
"NAD83(HARN) / Idaho East",2787,"unknown"
"NAD83(HARN) / Idaho Central",2788,"unknown"
"NAD83(HARN) / Idaho West",2789,"unknown"
"NAD83(HARN) / Illinois East",2790,"unknown"
"NAD83(HARN) / Illinois West",2791,"unknown"
"NAD83(HARN) / Indiana East",2792,"unknown"
"NAD83(HARN) / Indiana West",2793,"unknown"
"NAD83(HARN) / Iowa North",2794,"unknown"
"NAD83(HARN) / Iowa South",2795,"unknown"
"NAD83(HARN) / Kansas North",2796,"unknown"
"NAD83(HARN) / Kansas South",2797,"unknown"
"NAD83(HARN) / Kentucky North",2798,"unknown"
"NAD83(HARN) / Kentucky South",2799,"unknown"
"NAD83(HARN) / Louisiana North",2800,"unknown"
"NAD83(HARN) / Louisiana South",2801,"unknown"
"NAD83(HARN) / Maine East",2802,"unknown"
"NAD83(HARN) / Maine West",2803,"unknown"
"NAD83(HARN) / Maryland",2804,"unknown"
"NAD83(HARN) / Massachusetts Mainland",2805,"unknown"
"NAD83(HARN) / Massachusetts Island",2806,"unknown"
"NAD83(HARN) / Michigan North",2807,"unknown"
"NAD83(HARN) / Michigan Central",2808,"unknown"
"NAD83(HARN) / Michigan South",2809,"unknown"
"NAD83(HARN) / Minnesota North",2810,"unknown"
"NAD83(HARN) / Minnesota Central",2811,"unknown"
"NAD83(HARN) / Minnesota South",2812,"unknown"
"NAD83(HARN) / Mississippi East",2813,"unknown"
"NAD83(HARN) / Mississippi West",2814,"unknown"
"NAD83(HARN) / Missouri East",2815,"unknown"
"NAD83(HARN) / Missouri Central",2816,"unknown"
"NAD83(HARN) / Missouri West",2817,"unknown"
"NAD83(HARN) / Montana",2818,"unknown"
"NAD83(HARN) / Nebraska",2819,"unknown"
"NAD83(HARN) / Nevada East",2820,"unknown"
"NAD83(HARN) / Nevada Central",2821,"unknown"
"NAD83(HARN) / Nevada West",2822,"unknown"
"NAD83(HARN) / New Hampshire",2823,"unknown"
"NAD83(HARN) / New Jersey",2824,"unknown"
"NAD83(HARN) / New Mexico East",2825,"unknown"
"NAD83(HARN) / New Mexico Central",2826,"unknown"
"NAD83(HARN) / New Mexico West",2827,"unknown"
"NAD83(HARN) / New York East",2828,"unknown"
"NAD83(HARN) / New York Central",2829,"unknown"
"NAD83(HARN) / New York West",2830,"unknown"
"NAD83(HARN) / New York Long Island",2831,"unknown"
"NAD83(HARN) / North Dakota North",2832,"unknown"
"NAD83(HARN) / North Dakota South",2833,"unknown"
"NAD83(HARN) / Ohio North",2834,"unknown"
"NAD83(HARN) / Ohio South",2835,"unknown"
"NAD83(HARN) / Oklahoma North",2836,"unknown"
"NAD83(HARN) / Oklahoma South",2837,"unknown"
"NAD83(HARN) / Oregon North",2838,"unknown"
"NAD83(HARN) / Oregon South",2839,"unknown"
"NAD83(HARN) / Rhode Island",2840,"unknown"
"NAD83(HARN) / South Dakota North",2841,"unknown"
"NAD83(HARN) / South Dakota South",2842,"unknown"
"NAD83(HARN) / Tennessee",2843,"unknown"
"NAD83(HARN) / Texas North",2844,"unknown"
"NAD83(HARN) / Texas North Central",2845,"unknown"
"NAD83(HARN) / Texas Central",2846,"unknown"
"NAD83(HARN) / Texas South Central",2847,"unknown"
"NAD83(HARN) / Texas South",2848,"unknown"
"NAD83(HARN) / Utah North",2849,"unknown"
"NAD83(HARN) / Utah Central",2850,"unknown"
"NAD83(HARN) / Utah South",2851,"unknown"
"NAD83(HARN) / Vermont",2852,"unknown"
"NAD83(HARN) / Virginia North",2853,"unknown"
"NAD83(HARN) / Virginia South",2854,"unknown"
"NAD83(HARN) / Washington North",2855,"unknown"
"NAD83(HARN) / Washington South",2856,"unknown"
"NAD83(HARN) / West Virginia North",2857,"unknown"
"NAD83(HARN) / West Virginia South",2858,"unknown"
"NAD83(HARN) / Wisconsin North",2859,"unknown"
"NAD83(HARN) / Wisconsin Central",2860,"unknown"
"NAD83(HARN) / Wisconsin South",2861,"unknown"
"NAD83(HARN) / Wyoming East",2862,"unknown"
"NAD83(HARN) / Wyoming East Central",2863,"unknown"
"NAD83(HARN) / Wyoming West Central",2864,"unknown"
"NAD83(HARN) / Wyoming West",2865,"unknown"
"NAD83(HARN) / Puerto Rico and Virgin Is.",2866,"unknown"
"NAD83(HARN) / Arizona East (ft)",2867,"unknown"
"NAD83(HARN) / Arizona Central (ft)",2868,"unknown"
"NAD83(HARN) / Arizona West (ft)",2869,"unknown"
"NAD83(HARN) / California zone 1 (ftUS)",2870,"unknown"
"NAD83(HARN) / California zone 2 (ftUS)",2871,"unknown"
"NAD83(HARN) / California zone 3 (ftUS)",2872,"unknown"
"NAD83(HARN) / California zone 4 (ftUS)",2873,"unknown"
"NAD83(HARN) / California zone 5 (ftUS)",2874,"unknown"
"NAD83(HARN) / California zone 6 (ftUS)",2875,"unknown"
"NAD83(HARN) / Colorado North (ftUS)",2876,"unknown"
"NAD83(HARN) / Colorado Central (ftUS)",2877,"unknown"
"NAD83(HARN) / Colorado South (ftUS)",2878,"unknown"
"NAD83(HARN) / Connecticut (ftUS)",2879,"unknown"
"NAD83(HARN) / Delaware (ftUS)",2880,"unknown"
"NAD83(HARN) / Florida East (ftUS)",2881,"unknown"
"NAD83(HARN) / Florida West (ftUS)",2882,"unknown"
"NAD83(HARN) / Florida North (ftUS)",2883,"unknown"
"NAD83(HARN) / Georgia East (ftUS)",2884,"unknown"
"NAD83(HARN) / Georgia West (ftUS)",2885,"unknown"
"NAD83(HARN) / Idaho East (ftUS)",2886,"unknown"
"NAD83(HARN) / Idaho Central (ftUS)",2887,"unknown"
"NAD83(HARN) / Idaho West (ftUS)",2888,"unknown"
"NAD83(HARN) / Kentucky North (ftUS)",2891,"unknown"
"NAD83(HARN) / Kentucky South (ftUS)",2892,"unknown"
"NAD83(HARN) / Maryland (ftUS)",2893,"unknown"
"NAD83(HARN) / Massachusetts Mainland (ftUS)",2894,"unknown"
"NAD83(HARN) / Massachusetts Island (ftUS)",2895,"unknown"
"NAD83(HARN) / Michigan North (ft)",2896,"unknown"
"NAD83(HARN) / Michigan Central (ft)",2897,"unknown"
"NAD83(HARN) / Michigan South (ft)",2898,"unknown"
"NAD83(HARN) / Mississippi East (ftUS)",2899,"unknown"
"NAD83(HARN) / Mississippi West (ftUS)",2900,"unknown"
"NAD83(HARN) / Montana (ft)",2901,"unknown"
"NAD83(HARN) / New Mexico East (ftUS)",2902,"unknown"
