"SRC","EPSG","Hemisferio"
"Conakry 1905 / UTM zone 28N",31528,"unknown"
"Conakry 1905 / UTM zone 29N",31529,"unknown"
"Dealul Piscului 1930 / Stereo 33",31600,"unknown"
"NGN / UTM zone 38N",31838,"unknown"
"NGN / UTM zone 39N",31839,"unknown"
"KUDAMS / KTM",31901,"unknown"
"SIRGAS 2000 / UTM zone 11N",31965,"unknown"
"SIRGAS 2000 / UTM zone 12N",31966,"unknown"
"SIRGAS 2000 / UTM zone 13N",31967,"unknown"
"SIRGAS 2000 / UTM zone 14N",31968,"unknown"
"SIRGAS 2000 / UTM zone 15N",31969,"unknown"
"SIRGAS 2000 / UTM zone 16N",31970,"unknown"
"SIRGAS 2000 / UTM zone 17N",31971,"unknown"
"SIRGAS 2000 / UTM zone 18N",31972,"unknown"
"SIRGAS 2000 / UTM zone 19N",31973,"unknown"
"SIRGAS 2000 / UTM zone 20N",31974,"unknown"
"SIRGAS 2000 / UTM zone 21N",31975,"unknown"
"SIRGAS 2000 / UTM zone 22N",31976,"unknown"
"SIRGAS 2000 / UTM zone 17S",31977,"unknown"
"SIRGAS 2000 / UTM zone 18S",31978,"unknown"
"SIRGAS 2000 / UTM zone 19S",31979,"unknown"
"SIRGAS 2000 / UTM zone 20S",31980,"unknown"
"SIRGAS 2000 / UTM zone 21S",31981,"unknown"
"SIRGAS 2000 / UTM zone 22S",31982,"unknown"
"SIRGAS 2000 / UTM zone 23S",31983,"unknown"
"SIRGAS 2000 / UTM zone 24S",31984,"unknown"
"SIRGAS 2000 / UTM zone 25S",31985,"unknown"
"SIRGAS 1995 / UTM zone 17N",31986,"unknown"
"SIRGAS 1995 / UTM zone 18N",31987,"unknown"
"SIRGAS 1995 / UTM zone 19N",31988,"unknown"
"SIRGAS 1995 / UTM zone 20N",31989,"unknown"
"SIRGAS 1995 / UTM zone 21N",31990,"unknown"
"SIRGAS 1995 / UTM zone 22N",31991,"unknown"
"SIRGAS 1995 / UTM zone 17S",31992,"unknown"
"SIRGAS 1995 / UTM zone 18S",31993,"unknown"
"SIRGAS 1995 / UTM zone 19S",31994,"unknown"
"SIRGAS 1995 / UTM zone 20S",31995,"unknown"
"SIRGAS 1995 / UTM zone 21S",31996,"unknown"
"SIRGAS 1995 / UTM zone 22S",31997,"unknown"
"SIRGAS 1995 / UTM zone 23S",31998,"unknown"
"SIRGAS 1995 / UTM zone 24S",31999,"unknown"
"SIRGAS 1995 / UTM zone 25S",32000,"unknown"
"NAD27 / Montana North",32001,"unknown"
"NAD27 / Montana Central",32002,"unknown"
"NAD27 / Montana South",32003,"unknown"
"NAD27 / Nebraska North",32005,"unknown"
"NAD27 / Nebraska South",32006,"unknown"
"NAD27 / Nevada East",32007,"unknown"
"NAD27 / Nevada Central",32008,"unknown"
"NAD27 / Nevada West",32009,"unknown"
"NAD27 / New Hampshire",32010,"unknown"
"NAD27 / New Jersey",32011,"unknown"
"NAD27 / New Mexico East",32012,"unknown"
"NAD27 / New Mexico Central",32013,"unknown"
"NAD27 / New Mexico West",32014,"unknown"
"NAD27 / New York East",32015,"unknown"
"NAD27 / New York Central",32016,"unknown"
"NAD27 / New York West",32017,"unknown"
"NAD27 / North Carolina",32019,"unknown"
"NAD27 / North Dakota North",32020,"unknown"
"NAD27 / North Dakota South",32021,"unknown"
"NAD27 / Ohio North",32022,"unknown"
"NAD27 / Ohio South",32023,"unknown"
"NAD27 / Oklahoma North",32024,"unknown"
"NAD27 / Oklahoma South",32025,"unknown"
"NAD27 / Oregon North",32026,"unknown"
"NAD27 / Oregon South",32027,"unknown"
"NAD27 / Pennsylvania North",32028,"unknown"
"NAD27 / Rhode Island",32030,"unknown"
"NAD27 / South Carolina North",32031,"unknown"
"NAD27 / South Carolina South",32033,"unknown"
"NAD27 / South Dakota North",32034,"unknown"
"NAD27 / South Dakota South",32035,"unknown"
"NAD27 / Texas North",32037,"unknown"
"NAD27 / Texas North Central",32038,"unknown"
"NAD27 / Texas Central",32039,"unknown"
"NAD27 / Texas South Central",32040,"unknown"
"NAD27 / Texas South",32041,"unknown"
"NAD27 / Utah North",32042,"unknown"
"NAD27 / Utah Central",32043,"unknown"
"NAD27 / Utah South",32044,"unknown"
"NAD27 / Vermont",32045,"unknown"
"NAD27 / Virginia North",32046,"unknown"
"NAD27 / Virginia South",32047,"unknown"
"NAD27 / Washington North",32048,"unknown"
"NAD27 / Washington South",32049,"unknown"
"NAD27 / West Virginia North",32050,"unknown"
"NAD27 / West Virginia South",32051,"unknown"
"NAD27 / Wisconsin North",32052,"unknown"
"NAD27 / Wisconsin Central",32053,"unknown"
"NAD27 / Wisconsin South",32054,"unknown"
"NAD27 / Wyoming East",32055,"unknown"
"NAD27 / Wyoming East Central",32056,"unknown"
"NAD27 / Wyoming West Central",32057,"unknown"
"NAD27 / Wyoming West",32058,"unknown"
"NAD27 / BLM 14N (ftUS)",32064,"unknown"
"NAD27 / BLM 15N (ftUS)",32065,"unknown"
"NAD27 / BLM 16N (ftUS)",32066,"unknown"
"NAD27 / BLM 17N (ftUS)",32067,"unknown"
"NAD27 / MTM zone 1",32081,"unknown"
"NAD27 / MTM zone 2",32082,"unknown"
"NAD27 / MTM zone 3",32083,"unknown"
"NAD27 / MTM zone 4",32084,"unknown"
"NAD27 / MTM zone 5",32085,"unknown"
"NAD27 / MTM zone 6",32086,"unknown"
"NAD27 / Quebec Lambert",32098,"unknown"
"NAD27 / Louisiana Offshore",32099,"unknown"
"NAD83 / Montana",32100,"unknown"
"NAD83 / Nebraska",32104,"unknown"
"NAD83 / Nevada East",32107,"unknown"
"NAD83 / Nevada Central",32108,"unknown"
"NAD83 / Nevada West",32109,"unknown"
"NAD83 / New Hampshire",32110,"unknown"
"NAD83 / New Jersey",32111,"unknown"
"NAD83 / New Mexico East",32112,"unknown"
"NAD83 / New Mexico Central",32113,"unknown"
"NAD83 / New Mexico West",32114,"unknown"
"NAD83 / New York East",32115,"unknown"
"NAD83 / New York Central",32116,"unknown"
"NAD83 / New York West",32117,"unknown"
"NAD83 / New York Long Island",32118,"unknown"
"NAD83 / North Carolina",32119,"unknown"
"NAD83 / North Dakota North",32120,"unknown"
"NAD83 / North Dakota South",32121,"unknown"
"NAD83 / Ohio North",32122,"unknown"
"NAD83 / Ohio South",32123,"unknown"
"NAD83 / Oklahoma North",32124,"unknown"
"NAD83 / Oklahoma South",32125,"unknown"
"NAD83 / Oregon North",32126,"unknown"
"NAD83 / Oregon South",32127,"unknown"
"NAD83 / Pennsylvania North",32128,"unknown"
"NAD83 / Pennsylvania South",32129,"unknown"
"NAD83 / Rhode Island",32130,"unknown"
"NAD83 / South Carolina",32133,"unknown"
"NAD83 / South Dakota North",32134,"unknown"
"NAD83 / South Dakota South",32135,"unknown"
"NAD83 / Tennessee",32136,"unknown"
"NAD83 / Texas North",32137,"unknown"
"NAD83 / Texas North Central",32138,"unknown"
"NAD83 / Texas Central",32139,"unknown"
"NAD83 / Texas South Central",32140,"unknown"
"NAD83 / Texas South",32141,"unknown"
"NAD83 / Utah North",32142,"unknown"
"NAD83 / Utah Central",32143,"unknown"
"NAD83 / Utah South",32144,"unknown"
"NAD83 / Vermont",32145,"unknown"
"NAD83 / Virginia North",32146,"unknown"
"NAD83 / Virginia South",32147,"unknown"
"NAD83 / Washington North",32148,"unknown"
"NAD83 / Washington South",32149,"unknown"
"NAD83 / West Virginia North",32150,"unknown"
"NAD83 / West Virginia South",32151,"unknown"
"NAD83 / Wisconsin North",32152,"unknown"
"NAD83 / Wisconsin Central",32153,"unknown"
"NAD83 / Wisconsin South",32154,"unknown"
"NAD83 / Wyoming East",32155,"unknown"
"NAD83 / Wyoming East Central",32156,"unknown"
"NAD83 / Wyoming West Central",32157,"unknown"
"NAD83 / Wyoming West",32158,"unknown"
"NAD83 / Wyoming Lambert",32159,"unknown"
"NAD83 / Puerto Rico & Virgin Is.",32161,"unknown"
"NAD83 / BLM 14N (ftUS)",32164,"unknown"
"NAD83 / BLM 15N (ftUS)",32165,"unknown"
"NAD83 / BLM 16N (ftUS)",32166,"unknown"
"NAD83 / BLM 17N (ftUS)",32167,"unknown"
"NAD83 / MTM zone 1",32181,"unknown"
"NAD83 / MTM zone 2",32182,"unknown"
"NAD83 / MTM zone 3",32183,"unknown"
"NAD83 / MTM zone 4",32184,"unknown"
"NAD83 / MTM zone 5",32185,"unknown"
"NAD83 / MTM zone 6",32186,"unknown"
"NAD83 / MTM zone 7",32187,"unknown"
"NAD83 / MTM zone 8",32188,"unknown"
"NAD83 / MTM zone 9",32189,"unknown"
"NAD83 / MTM zone 10",32190,"unknown"
"NAD83 / MTM zone 11",32191,"unknown"
"NAD83 / MTM zone 12",32192,"unknown"
"NAD83 / MTM zone 13",32193,"unknown"
"NAD83 / MTM zone 14",32194,"unknown"
"NAD83 / MTM zone 15",32195,"unknown"
"NAD83 / MTM zone 16",32196,"unknown"
"NAD83 / MTM zone 17",32197,"unknown"
"NAD83 / Quebec Lambert",32198,"unknown"
"NAD83 / Louisiana Offshore",32199,"unknown"
"WGS 72 / UTM zone 1N",32201,"unknown"
"WGS 72 / UTM zone 2N",32202,"unknown"
"WGS 72 / UTM zone 3N",32203,"unknown"
"WGS 72 / UTM zone 4N",32204,"unknown"
"WGS 72 / UTM zone 5N",32205,"unknown"
"WGS 72 / UTM zone 6N",32206,"unknown"
"WGS 72 / UTM zone 7N",32207,"unknown"
"WGS 72 / UTM zone 8N",32208,"unknown"
"WGS 72 / UTM zone 9N",32209,"unknown"
"WGS 72 / UTM zone 10N",32210,"unknown"
"WGS 72 / UTM zone 11N",32211,"unknown"
"WGS 72 / UTM zone 12N",32212,"unknown"
"WGS 72 / UTM zone 13N",32213,"unknown"
"WGS 72 / UTM zone 14N",32214,"unknown"
"WGS 72 / UTM zone 15N",32215,"unknown"
"WGS 72 / UTM zone 16N",32216,"unknown"
"WGS 72 / UTM zone 17N",32217,"unknown"
"WGS 72 / UTM zone 18N",32218,"unknown"
"WGS 72 / UTM zone 19N",32219,"unknown"
"WGS 72 / UTM zone 20N",32220,"unknown"
"WGS 72 / UTM zone 21N",32221,"unknown"
"WGS 72 / UTM zone 22N",32222,"unknown"
"WGS 72 / UTM zone 23N",32223,"unknown"
"WGS 72 / UTM zone 24N",32224,"unknown"
"WGS 72 / UTM zone 25N",32225,"unknown"
"WGS 72 / UTM zone 26N",32226,"unknown"
"WGS 72 / UTM zone 27N",32227,"unknown"
"WGS 72 / UTM zone 28N",32228,"unknown"
"WGS 72 / UTM zone 29N",32229,"unknown"
"WGS 72 / UTM zone 30N",32230,"unknown"
"WGS 72 / UTM zone 31N",32231,"unknown"
"WGS 72 / UTM zone 32N",32232,"unknown"
"WGS 72 / UTM zone 33N",32233,"unknown"
"WGS 72 / UTM zone 34N",32234,"unknown"
"WGS 72 / UTM zone 35N",32235,"unknown"
"WGS 72 / UTM zone 36N",32236,"unknown"
"WGS 72 / UTM zone 37N",32237,"unknown"
"WGS 72 / UTM zone 38N",32238,"unknown"
"WGS 72 / UTM zone 39N",32239,"unknown"
"WGS 72 / UTM zone 40N",32240,"unknown"
"WGS 72 / UTM zone 41N",32241,"unknown"
"WGS 72 / UTM zone 42N",32242,"unknown"
"WGS 72 / UTM zone 43N",32243,"unknown"
"WGS 72 / UTM zone 44N",32244,"unknown"
"WGS 72 / UTM zone 45N",32245,"unknown"
"WGS 72 / UTM zone 46N",32246,"unknown"
"WGS 72 / UTM zone 47N",32247,"unknown"
"WGS 72 / UTM zone 48N",32248,"unknown"
"WGS 72 / UTM zone 49N",32249,"unknown"
"WGS 72 / UTM zone 50N",32250,"unknown"
"WGS 72 / UTM zone 51N",32251,"unknown"
"WGS 72 / UTM zone 52N",32252,"unknown"
"WGS 72 / UTM zone 53N",32253,"unknown"
"WGS 72 / UTM zone 54N",32254,"unknown"
"WGS 72 / UTM zone 55N",32255,"unknown"
"WGS 72 / UTM zone 56N",32256,"unknown"
"WGS 72 / UTM zone 57N",32257,"unknown"
"WGS 72 / UTM zone 58N",32258,"unknown"
"WGS 72 / UTM zone 59N",32259,"unknown"
"WGS 72 / UTM zone 60N",32260,"unknown"
"WGS 72 / UTM zone 1S",32301,"unknown"
"WGS 72 / UTM zone 2S",32302,"unknown"
"WGS 72 / UTM zone 3S",32303,"unknown"
"WGS 72 / UTM zone 4S",32304,"unknown"
"WGS 72 / UTM zone 5S",32305,"unknown"
"WGS 72 / UTM zone 6S",32306,"unknown"
"WGS 72 / UTM zone 7S",32307,"unknown"
"WGS 72 / UTM zone 8S",32308,"unknown"
"WGS 72 / UTM zone 9S",32309,"unknown"
"WGS 72 / UTM zone 10S",32310,"unknown"
"WGS 72 / UTM zone 11S",32311,"unknown"
"WGS 72 / UTM zone 12S",32312,"unknown"
"WGS 72 / UTM zone 13S",32313,"unknown"
"WGS 72 / UTM zone 14S",32314,"unknown"
"WGS 72 / UTM zone 15S",32315,"unknown"
"WGS 72 / UTM zone 16S",32316,"unknown"
"WGS 72 / UTM zone 17S",32317,"unknown"
"WGS 72 / UTM zone 18S",32318,"unknown"
"WGS 72 / UTM zone 19S",32319,"unknown"
"WGS 72 / UTM zone 20S",32320,"unknown"
"WGS 72 / UTM zone 21S",32321,"unknown"
"WGS 72 / UTM zone 22S",32322,"unknown"
"WGS 72 / UTM zone 23S",32323,"unknown"
"WGS 72 / UTM zone 24S",32324,"unknown"
"WGS 72 / UTM zone 25S",32325,"unknown"
"WGS 72 / UTM zone 26S",32326,"unknown"
"WGS 72 / UTM zone 27S",32327,"unknown"
"WGS 72 / UTM zone 28S",32328,"unknown"
"WGS 72 / UTM zone 29S",32329,"unknown"
"WGS 72 / UTM zone 30S",32330,"unknown"
"WGS 72 / UTM zone 31S",32331,"unknown"
"WGS 72 / UTM zone 32S",32332,"unknown"
"WGS 72 / UTM zone 33S",32333,"unknown"
"WGS 72 / UTM zone 34S",32334,"unknown"
"WGS 72 / UTM zone 35S",32335,"unknown"
"WGS 72 / UTM zone 36S",32336,"unknown"
"WGS 72 / UTM zone 37S",32337,"unknown"
"WGS 72 / UTM zone 38S",32338,"unknown"
"WGS 72 / UTM zone 39S",32339,"unknown"
"WGS 72 / UTM zone 40S",32340,"unknown"
"WGS 72 / UTM zone 41S",32341,"unknown"
"WGS 72 / UTM zone 42S",32342,"unknown"
"WGS 72 / UTM zone 43S",32343,"unknown"
"WGS 72 / UTM zone 44S",32344,"unknown"
"WGS 72 / UTM zone 45S",32345,"unknown"
"WGS 72 / UTM zone 46S",32346,"unknown"
"WGS 72 / UTM zone 47S",32347,"unknown"
"WGS 72 / UTM zone 48S",32348,"unknown"
"WGS 72 / UTM zone 49S",32349,"unknown"
"WGS 72 / UTM zone 50S",32350,"unknown"
"WGS 72 / UTM zone 51S",32351,"unknown"
"WGS 72 / UTM zone 52S",32352,"unknown"
"WGS 72 / UTM zone 53S",32353,"unknown"
"WGS 72 / UTM zone 54S",32354,"unknown"
"WGS 72 / UTM zone 55S",32355,"unknown"
"WGS 72 / UTM zone 56S",32356,"unknown"
"WGS 72 / UTM zone 57S",32357,"unknown"
"WGS 72 / UTM zone 58S",32358,"unknown"
"WGS 72 / UTM zone 59S",32359,"unknown"
"WGS 72 / UTM zone 60S",32360,"unknown"
"WGS 72BE / UTM zone 1N",32401,"unknown"
"WGS 72BE / UTM zone 2N",32402,"unknown"
"WGS 72BE / UTM zone 3N",32403,"unknown"
"WGS 72BE / UTM zone 4N",32404,"unknown"
"WGS 72BE / UTM zone 5N",32405,"unknown"
"WGS 72BE / UTM zone 6N",32406,"unknown"
"WGS 72BE / UTM zone 7N",32407,"unknown"
"WGS 72BE / UTM zone 8N",32408,"unknown"
"WGS 72BE / UTM zone 9N",32409,"unknown"
"WGS 72BE / UTM zone 10N",32410,"unknown"
"WGS 72BE / UTM zone 11N",32411,"unknown"
"WGS 72BE / UTM zone 12N",32412,"unknown"
"WGS 72BE / UTM zone 13N",32413,"unknown"
"WGS 72BE / UTM zone 14N",32414,"unknown"
"WGS 72BE / UTM zone 15N",32415,"unknown"
"WGS 72BE / UTM zone 16N",32416,"unknown"
"WGS 72BE / UTM zone 17N",32417,"unknown"
"WGS 72BE / UTM zone 18N",32418,"unknown"
"WGS 72BE / UTM zone 19N",32419,"unknown"
"WGS 72BE / UTM zone 20N",32420,"unknown"
"WGS 72BE / UTM zone 21N",32421,"unknown"
"WGS 72BE / UTM zone 22N",32422,"unknown"
"WGS 72BE / UTM zone 23N",32423,"unknown"
"WGS 72BE / UTM zone 24N",32424,"unknown"
"WGS 72BE / UTM zone 25N",32425,"unknown"
"WGS 72BE / UTM zone 26N",32426,"unknown"
"WGS 72BE / UTM zone 27N",32427,"unknown"
"WGS 72BE / UTM zone 28N",32428,"unknown"
"WGS 72BE / UTM zone 29N",32429,"unknown"
"WGS 72BE / UTM zone 30N",32430,"unknown"
"WGS 72BE / UTM zone 31N",32431,"unknown"
"WGS 72BE / UTM zone 32N",32432,"unknown"
"WGS 72BE / UTM zone 33N",32433,"unknown"
"WGS 72BE / UTM zone 34N",32434,"unknown"
"WGS 72BE / UTM zone 35N",32435,"unknown"
"WGS 72BE / UTM zone 36N",32436,"unknown"
"WGS 72BE / UTM zone 37N",32437,"unknown"
"WGS 72BE / UTM zone 38N",32438,"unknown"
"WGS 72BE / UTM zone 39N",32439,"unknown"
"WGS 72BE / UTM zone 40N",32440,"unknown"
"WGS 72BE / UTM zone 41N",32441,"unknown"
"WGS 72BE / UTM zone 42N",32442,"unknown"
"WGS 72BE / UTM zone 43N",32443,"unknown"
"WGS 72BE / UTM zone 44N",32444,"unknown"
"WGS 72BE / UTM zone 45N",32445,"unknown"
"WGS 72BE / UTM zone 46N",32446,"unknown"
"WGS 72BE / UTM zone 47N",32447,"unknown"
"WGS 72BE / UTM zone 48N",32448,"unknown"
"WGS 72BE / UTM zone 49N",32449,"unknown"
"WGS 72BE / UTM zone 50N",32450,"unknown"
"WGS 72BE / UTM zone 51N",32451,"unknown"
"WGS 72BE / UTM zone 52N",32452,"unknown"
"WGS 72BE / UTM zone 53N",32453,"unknown"
"WGS 72BE / UTM zone 54N",32454,"unknown"
"WGS 72BE / UTM zone 55N",32455,"unknown"
"WGS 72BE / UTM zone 56N",32456,"unknown"
"WGS 72BE / UTM zone 57N",32457,"unknown"
"WGS 72BE / UTM zone 58N",32458,"unknown"
"WGS 72BE / UTM zone 59N",32459,"unknown"
"WGS 72BE / UTM zone 60N",32460,"unknown"
"WGS 72BE / UTM zone 1S",32501,"unknown"
"WGS 72BE / UTM zone 2S",32502,"unknown"
"WGS 72BE / UTM zone 3S",32503,"unknown"
"WGS 72BE / UTM zone 4S",32504,"unknown"
"WGS 72BE / UTM zone 5S",32505,"unknown"
"WGS 72BE / UTM zone 6S",32506,"unknown"
"WGS 72BE / UTM zone 7S",32507,"unknown"
"WGS 72BE / UTM zone 8S",32508,"unknown"
"WGS 72BE / UTM zone 9S",32509,"unknown"
"WGS 72BE / UTM zone 10S",32510,"unknown"
"WGS 72BE / UTM zone 11S",32511,"unknown"
"WGS 72BE / UTM zone 12S",32512,"unknown"
"WGS 72BE / UTM zone 13S",32513,"unknown"
"WGS 72BE / UTM zone 14S",32514,"unknown"
"WGS 72BE / UTM zone 15S",32515,"unknown"
"WGS 72BE / UTM zone 16S",32516,"unknown"
"WGS 72BE / UTM zone 17S",32517,"unknown"
"WGS 72BE / UTM zone 18S",32518,"unknown"
"WGS 72BE / UTM zone 19S",32519,"unknown"
"WGS 72BE / UTM zone 20S",32520,"unknown"
"WGS 72BE / UTM zone 21S",32521,"unknown"
"WGS 72BE / UTM zone 22S",32522,"unknown"
"WGS 72BE / UTM zone 23S",32523,"unknown"
"WGS 72BE / UTM zone 24S",32524,"unknown"
"WGS 72BE / UTM zone 25S",32525,"unknown"
"WGS 72BE / UTM zone 26S",32526,"unknown"
"WGS 72BE / UTM zone 27S",32527,"unknown"
"WGS 72BE / UTM zone 28S",32528,"unknown"
"WGS 72BE / UTM zone 29S",32529,"unknown"
"WGS 72BE / UTM zone 30S",32530,"unknown"
"WGS 72BE / UTM zone 31S",32531,"unknown"
"WGS 72BE / UTM zone 32S",32532,"unknown"
"WGS 72BE / UTM zone 33S",32533,"unknown"
"WGS 72BE / UTM zone 34S",32534,"unknown"
"WGS 72BE / UTM zone 35S",32535,"unknown"
"WGS 72BE / UTM zone 36S",32536,"unknown"
"WGS 72BE / UTM zone 37S",32537,"unknown"
"WGS 72BE / UTM zone 38S",32538,"unknown"
"WGS 72BE / UTM zone 39S",32539,"unknown"
"WGS 72BE / UTM zone 40S",32540,"unknown"
"WGS 72BE / UTM zone 41S",32541,"unknown"
"WGS 72BE / UTM zone 42S",32542,"unknown"
"WGS 72BE / UTM zone 43S",32543,"unknown"
"WGS 72BE / UTM zone 44S",32544,"unknown"
"WGS 72BE / UTM zone 45S",32545,"unknown"
"WGS 72BE / UTM zone 46S",32546,"unknown"
"WGS 72BE / UTM zone 47S",32547,"unknown"
"WGS 72BE / UTM zone 48S",32548,"unknown"
"WGS 72BE / UTM zone 49S",32549,"unknown"
"WGS 72BE / UTM zone 50S",32550,"unknown"
"WGS 72BE / UTM zone 51S",32551,"unknown"
"WGS 72BE / UTM zone 52S",32552,"unknown"
"WGS 72BE / UTM zone 53S",32553,"unknown"
"WGS 72BE / UTM zone 54S",32554,"unknown"
"WGS 72BE / UTM zone 55S",32555,"unknown"
"WGS 72BE / UTM zone 56S",32556,"unknown"
"WGS 72BE / UTM zone 57S",32557,"unknown"
"WGS 72BE / UTM zone 58S",32558,"unknown"
"WGS 72BE / UTM zone 59S",32559,"unknown"
"WGS 72BE / UTM zone 60S",32560,"unknown"
"EPSG example I=J+90 bin grid (real values)",32596,"unknown"
"EPSG example I=J-90 bin grid (real values)",32597,"unknown"
"EPSG example I=J+90 local bin grid (real values)",32598,"unknown"
"EPSG example I=J-90 local bin grid (real values)",32599,"unknown"
"WGS 84 / UTM grid system (northern hemisphere)",32600,"unknown"
"WGS 84 / UTM zone 1N",32601,"Norte"
"WGS 84 / UTM zone 2N",32602,"Norte"
"WGS 84 / UTM zone 3N",32603,"Norte"
"WGS 84 / UTM zone 4N",32604,"Norte"
"WGS 84 / UTM zone 5N",32605,"Norte"
"WGS 84 / UTM zone 6N",32606,"Norte"
"WGS 84 / UTM zone 7N",32607,"Norte"
"WGS 84 / UTM zone 8N",32608,"Norte"
"WGS 84 / UTM zone 9N",32609,"Norte"
"WGS 84 / UTM zone 10N",32610,"Norte"
"WGS 84 / UTM zone 11N",32611,"Norte"
"WGS 84 / UTM zone 12N",32612,"Norte"
"WGS 84 / UTM zone 13N",32613,"Norte"
"WGS 84 / UTM zone 14N",32614,"Norte"
"WGS 84 / UTM zone 15N",32615,"Norte"
"WGS 84 / UTM zone 16N",32616,"Norte"
"WGS 84 / UTM zone 17N",32617,"Norte"
"WGS 84 / UTM zone 18N",32618,"Norte"
"WGS 84 / UTM zone 19N",32619,"Norte"
"WGS 84 / UTM zone 20N",32620,"Norte"
"WGS 84 / UTM zone 21N",32621,"Norte"
"WGS 84 / UTM zone 22N",32622,"Norte"
"WGS 84 / UTM zone 23N",32623,"Norte"
"WGS 84 / UTM zone 24N",32624,"Norte"
"WGS 84 / UTM zone 25N",32625,"Norte"
"WGS 84 / UTM zone 26N",32626,"Norte"
"WGS 84 / UTM zone 27N",32627,"Norte"
"WGS 84 / UTM zone 28N",32628,"Norte"
"WGS 84 / UTM zone 29N",32629,"Norte"
"WGS 84 / UTM zone 30N",32630,"Norte"
"WGS 84 / UTM zone 31N",32631,"Norte"
"WGS 84 / UTM zone 32N",32632,"Norte"
"WGS 84 / UTM zone 33N",32633,"Norte"
"WGS 84 / UTM zone 34N",32634,"Norte"
"WGS 84 / UTM zone 35N",32635,"Norte"
"WGS 84 / UTM zone 36N",32636,"Norte"
"WGS 84 / UTM zone 37N",32637,"Norte"
"WGS 84 / UTM zone 38N",32638,"Norte"
"WGS 84 / UTM zone 39N",32639,"Norte"
"WGS 84 / UTM zone 40N",32640,"Norte"
"WGS 84 / UTM zone 41N",32641,"Norte"
"WGS 84 / UTM zone 42N",32642,"Norte"
"WGS 84 / UTM zone 43N",32643,"Norte"
"WGS 84 / UTM zone 44N",32644,"Norte"
"WGS 84 / UTM zone 45N",32645,"Norte"
"WGS 84 / UTM zone 46N",32646,"Norte"
"WGS 84 / UTM zone 47N",32647,"Norte"
"WGS 84 / UTM zone 48N",32648,"Norte"
"WGS 84 / UTM zone 49N",32649,"Norte"
"WGS 84 / UTM zone 50N",32650,"Norte"
"WGS 84 / UTM zone 51N",32651,"Norte"
"WGS 84 / UTM zone 52N",32652,"Norte"
"WGS 84 / UTM zone 53N",32653,"Norte"
"WGS 84 / UTM zone 54N",32654,"Norte"
"WGS 84 / UTM zone 55N",32655,"Norte"
"WGS 84 / UTM zone 56N",32656,"Norte"
"WGS 84 / UTM zone 57N",32657,"Norte"
"WGS 84 / UTM zone 58N",32658,"Norte"
"WGS 84 / UTM zone 59N",32659,"Norte"
"WGS 84 / UTM zone 60N",32660,"Norte"
"WGS 84 / UPS North (N,E)",32661,"unknown"
"WGS 84 / BLM 14N (ftUS)",32664,"unknown"
"WGS 84 / BLM 15N (ftUS)",32665,"unknown"
"WGS 84 / BLM 16N (ftUS)",32666,"unknown"
"WGS 84 / BLM 17N (ftUS)",32667,"unknown"
"WGS 84 / UTM grid system (southern hemisphere)",32700,"unknown"
"WGS 84 / UTM zone 1S",32701,"Sur"
"WGS 84 / UTM zone 2S",32702,"Sur"
"WGS 84 / UTM zone 3S",32703,"Sur"
"WGS 84 / UTM zone 4S",32704,"Sur"
"WGS 84 / UTM zone 5S",32705,"Sur"
"WGS 84 / UTM zone 6S",32706,"Sur"
"WGS 84 / UTM zone 7S",32707,"Sur"
"WGS 84 / UTM zone 8S",32708,"Sur"
"WGS 84 / UTM zone 9S",32709,"Sur"
"WGS 84 / UTM zone 10S",32710,"Sur"
"WGS 84 / UTM zone 11S",32711,"Sur"
"WGS 84 / UTM zone 12S",32712,"Sur"
"WGS 84 / UTM zone 13S",32713,"Sur"
"WGS 84 / UTM zone 14S",32714,"Sur"
"WGS 84 / UTM zone 15S",32715,"Sur"
"WGS 84 / UTM zone 16S",32716,"Sur"
"WGS 84 / UTM zone 17S",32717,"Sur"
"WGS 84 / UTM zone 18S",32718,"Sur"
"WGS 84 / UTM zone 19S",32719,"Sur"
"WGS 84 / UTM zone 20S",32720,"Sur"
"WGS 84 / UTM zone 21S",32721,"Sur"
"WGS 84 / UTM zone 22S",32722,"Sur"
"WGS 84 / UTM zone 23S",32723,"Sur"
"WGS 84 / UTM zone 24S",32724,"Sur"
"WGS 84 / UTM zone 25S",32725,"Sur"
"WGS 84 / UTM zone 26S",32726,"Sur"
"WGS 84 / UTM zone 27S",32727,"Sur"
"WGS 84 / UTM zone 28S",32728,"Sur"
"WGS 84 / UTM zone 29S",32729,"Sur"
"WGS 84 / UTM zone 30S",32730,"Sur"
"WGS 84 / UTM zone 31S",32731,"Sur"
"WGS 84 / UTM zone 32S",32732,"Sur"
"WGS 84 / UTM zone 33S",32733,"Sur"
"WGS 84 / UTM zone 34S",32734,"Sur"
"WGS 84 / UTM zone 35S",32735,"Sur"
"WGS 84 / UTM zone 36S",32736,"Sur"
"WGS 84 / UTM zone 37S",32737,"Sur"
"WGS 84 / UTM zone 38S",32738,"Sur"
"WGS 84 / UTM zone 39S",32739,"Sur"
"WGS 84 / UTM zone 40S",32740,"Sur"
